activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,12697305,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '11.06', 'le': '0.20', 'lle': '-0.66', 'sei': '8.16'}",CHEMBL2331725,,CHEMBL2331725,5.83,False,http://www.openphacts.org/units/Nanomolar,1865109,=,1,True,=,,IC50,nM,,1461.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,1461.0
,12697307,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(-c2ccc(CCN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '11.00', 'le': '0.20', 'lle': '-0.58', 'sei': '8.33'}",CHEMBL2331723,,CHEMBL2331723,5.96,False,http://www.openphacts.org/units/Nanomolar,1865101,=,1,True,=,,IC50,nM,,1100.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,1100.0
,12697308,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '8.32', 'le': '0.15', 'lle': '-0.58', 'sei': '5.09'}",CHEMBL2331719,,CHEMBL2331719,5.99,False,http://www.openphacts.org/units/Nanomolar,1865097,=,1,True,=,,IC50,nM,,1031.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,1031.0
,12697309,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '10.25', 'le': '0.19', 'lle': '-0.49', 'sei': '6.70'}",CHEMBL2331717,,CHEMBL2331717,6.03,False,http://www.openphacts.org/units/Nanomolar,1865095,=,1,True,=,,IC50,nM,,943.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,943.0
,12697310,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '7.13', 'le': '0.13', 'lle': '-0.54', 'sei': '4.18'}",CHEMBL2331722,,CHEMBL2331722,6.08,False,http://www.openphacts.org/units/Nanomolar,1865100,=,1,True,=,,IC50,nM,,839.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,839.0
,12697311,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '8.34', 'le': '0.15', 'lle': '-0.49', 'sei': '5.20'}",CHEMBL2331715,,CHEMBL2331715,6.12,False,http://www.openphacts.org/units/Nanomolar,1865093,=,1,True,=,,IC50,nM,,760.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,760.0
,12697312,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '16.17', 'le': '0.30', 'lle': '3.20', 'sei': '9.35'}",CHEMBL410316,FUMITREMORGIN,CHEMBL410316,6.14,True,http://www.openphacts.org/units/Nanomolar,1865103,=,1,True,=,,IC50,nM,,731.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,731.0
,12697313,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(-c2ccc(CN3CCc4ccccc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '11.74', 'le': '0.21', 'lle': '-0.31', 'sei': '8.66'}",CHEMBL2331726,,CHEMBL2331726,6.19,False,http://www.openphacts.org/units/Nanomolar,1865110,=,1,True,=,,IC50,nM,,641.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,641.0
,12697314,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '8.65', 'le': '0.16', 'lle': '-0.34', 'sei': '5.29'}",CHEMBL2331721,,CHEMBL2331721,6.23,False,http://www.openphacts.org/units/Nanomolar,1865099,=,1,True,=,,IC50,nM,,591.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,591.0
,12697315,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OCCOCCOCCOC)CN(CCc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '7.23', 'le': '0.14', 'lle': '-0.40', 'sei': '4.31'}",CHEMBL2331716,,CHEMBL2331716,6.26,False,http://www.openphacts.org/units/Nanomolar,1865094,=,1,True,=,,IC50,nM,,544.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,544.0
,12697316,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '9.71', 'le': '0.18', 'lle': '-0.09', 'sei': '5.64'}",CHEMBL348475,TARIQUIDAR,CHEMBL348475,6.28,True,http://www.openphacts.org/units/Nanomolar,1865106,=,1,True,=,,IC50,nM,,526.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,526.0
,12697317,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOCCOCCOc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '9.20', 'le': '0.17', 'lle': '0.06', 'sei': '5.63'}",CHEMBL2331720,,CHEMBL2331720,6.62,False,http://www.openphacts.org/units/Nanomolar,1865098,=,1,True,=,,IC50,nM,,237.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,237.0
,12697320,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '12.23', 'le': '0.22', 'lle': '1.34', 'sei': '7.42'}",CHEMBL396298,ELACRIDAR,CHEMBL396298,6.90,False,http://www.openphacts.org/units/Nanomolar,1865105,=,1,True,=,,IC50,nM,,127.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,127.0
,12697322,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '14.76', 'le': '0.28', 'lle': '3.29', 'sei': '6.88'}",CHEMBL488910,,CHEMBL488910,6.93,False,http://www.openphacts.org/units/Nanomolar,1865104,=,1,True,=,,IC50,nM,,117.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,117.0
,12697337,[],CHEMBL2345054,Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 microplate assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,,,CHEMBL2331405,ACS Med. Chem. Lett.,2013,"{'bei': '11.15', 'le': '0.20', 'lle': '1.05', 'sei': '6.04'}",CHEMBL502503,,CHEMBL502503,7.19,False,http://www.openphacts.org/units/Nanomolar,1865107,=,1,True,=,,IC50,nM,,65.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,nM,UO_0000065,,65.0
,13413756,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '13.82', 'le': '0.25', 'lle': '0.18', 'sei': '7.79'}",CHEMBL2420088,,CHEMBL2420088,4.65,False,http://www.openphacts.org/units/Nanomolar,1916206,=,1,True,=,,IC50,nM,,22500.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,22.5
,13422624,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.11', 'le': '0.26', 'lle': '0.28', 'sei': '7.96'}",CHEMBL2420088,,CHEMBL2420088,4.75,False,http://www.openphacts.org/units/Nanomolar,1916206,=,1,True,=,,IC50,nM,,17900.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,17.9
,13422626,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.88', 'le': '0.30', 'lle': '0.55', 'sei': '9.65'}",CHEMBL2420095,,CHEMBL2420095,4.87,False,http://www.openphacts.org/units/Nanomolar,1916214,=,1,True,=,,IC50,nM,,13600.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,13.6
,13422627,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.22', 'le': '0.29', 'lle': '0.28', 'sei': '12.43'}",CHEMBL2420098,,CHEMBL2420098,4.90,False,http://www.openphacts.org/units/Nanomolar,1916217,=,1,True,=,,IC50,nM,,12500.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,12.5
,13422628,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.94', 'le': '0.28', 'lle': '1.72', 'sei': '6.28'}",CHEMBL2331821,,CHEMBL2331821,4.91,False,http://www.openphacts.org/units/Nanomolar,1916225,=,1,True,=,,IC50,nM,,12400.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,12.4
,13422630,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.39', 'le': '0.29', 'lle': '0.33', 'sei': '12.56'}",CHEMBL2420098,,CHEMBL2420098,4.96,False,http://www.openphacts.org/units/Nanomolar,1916217,=,1,True,=,,IC50,nM,,11100.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,11.1
,13422631,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '17.20', 'le': '0.31', 'lle': '0.64', 'sei': '9.83'}",CHEMBL2420095,,CHEMBL2420095,4.96,False,http://www.openphacts.org/units/Nanomolar,1916214,=,1,True,=,,IC50,nM,,11000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,11.0
,13422633,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '15.38', 'le': '0.29', 'lle': '1.86', 'sei': '6.46'}",CHEMBL2331821,,CHEMBL2331821,5.05,False,http://www.openphacts.org/units/Nanomolar,1916225,=,1,True,=,,IC50,nM,,8950.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.95
,13422634,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '15.86', 'le': '0.29', 'lle': '0.72', 'sei': '8.46'}",CHEMBL2420096,,CHEMBL2420096,5.05,False,http://www.openphacts.org/units/Nanomolar,1916215,=,1,True,=,,IC50,nM,,8930.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.93
,13422635,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '18.66', 'le': '0.33', 'lle': '0.47', 'sei': '16.82'}",CHEMBL26260,BETA-NAPHTHOFLAVONE,CHEMBL26260,5.08,False,http://www.openphacts.org/units/Nanomolar,1916211,=,1,True,=,,IC50,nM,,8320.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.32
,13422636,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '15.33', 'le': '0.28', 'lle': '0.47', 'sei': '10.47'}",CHEMBL2420099,,CHEMBL2420099,5.10,False,http://www.openphacts.org/units/Nanomolar,1916218,=,1,True,=,,IC50,nM,,8020.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,8.02
,13422637,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '18.11', 'le': '0.33', 'lle': '1.63', 'sei': '10.50'}",CHEMBL2420102,,CHEMBL2420102,5.11,False,http://www.openphacts.org/units/Nanomolar,1916227,=,1,True,=,,IC50,nM,,7740.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,7.74
,13422638,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.21', 'le': '0.29', 'lle': '0.83', 'sei': '8.65'}",CHEMBL2420086,,CHEMBL2420086,5.16,False,http://www.openphacts.org/units/Nanomolar,1916204,=,1,True,=,,IC50,nM,,6930.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.93
,13422639,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '18.37', 'le': '0.34', 'lle': '1.71', 'sei': '10.66'}",CHEMBL2420102,,CHEMBL2420102,5.19,False,http://www.openphacts.org/units/Nanomolar,1916227,=,1,True,=,,IC50,nM,,6500.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.5
,13422640,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.38', 'le': '0.30', 'lle': '0.88', 'sei': '8.74'}",CHEMBL2420096,,CHEMBL2420096,5.21,False,http://www.openphacts.org/units/Nanomolar,1916215,=,1,True,=,,IC50,nM,,6120.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.12
,13422641,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.97', 'le': '0.27', 'lle': '0.87', 'sei': '7.57'}",CHEMBL2420097,,CHEMBL2420097,5.21,False,http://www.openphacts.org/units/Nanomolar,1916216,=,1,True,=,,IC50,nM,,6120.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.12
,13422642,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '19.16', 'le': '0.34', 'lle': '0.61', 'sei': '17.27'}",CHEMBL26260,BETA-NAPHTHOFLAVONE,CHEMBL26260,5.22,False,http://www.openphacts.org/units/Nanomolar,1916211,=,1,True,=,,IC50,nM,,6050.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,6.05
,13422643,[],CHEMBL2423207,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.03', 'le': '0.26', 'lle': '1.72', 'sei': '6.84'}",CHEMBL75169,,CHEMBL75169,5.22,False,http://www.openphacts.org/units/Nanomolar,1916231,=,1,True,=,,IC50,nM,,5980.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,5.98
,13422644,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.04', 'le': '0.26', 'lle': '1.73', 'sei': '6.84'}",CHEMBL75169,,CHEMBL75169,5.23,False,http://www.openphacts.org/units/Nanomolar,1916231,=,1,True,=,,IC50,nM,,5940.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,5.94
,13422645,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '14.57', 'le': '0.27', 'lle': '0.64', 'sei': '9.12'}",CHEMBL2420100,,CHEMBL2420100,5.28,False,http://www.openphacts.org/units/Nanomolar,1916219,=,1,True,=,,IC50,nM,,5250.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,5.25
,13422646,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '16.66', 'le': '0.30', 'lle': '0.97', 'sei': '8.89'}",CHEMBL2420086,,CHEMBL2420086,5.30,False,http://www.openphacts.org/units/Nanomolar,1916204,=,1,True,=,,IC50,nM,,4970.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,4.97
,13422647,[],CHEMBL2423205,Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,,,CHEMBL2417408,Eur. J. Med. Chem.,2013,"{'bei': '15.26', 'le': '0.28', 'lle': '0.98', 'sei': '7.71'}",CHEMBL2420097,,CHEMBL2420097,5.32,False,http://www.openphacts.org/units/Nanomolar,1916216,=,1,True,=,,IC50,nM,,4840.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,4.84
